ID,Date,Element,Data_Value
MJM00013459,2012-09-01,TMAX,315
ALM00013615,2015-04-04,TMIN,-8
BKM00014648,2012-06-21,TMIN,218
MJM00013363,2008-02-10,TMAX,40
MJM00013461,2007-04-10,TMAX,206
MJM00013461,2007-04-10,TMIN,94
MJM00013363,2008-02-10,TMIN,-81
MJM00013459,2006-08-06,TMAX,238
ALM00013615,2014-12-24,TMAX,150
MK000013577,2010-05-05,TMAX,219
MJM00013461,2007-03-25,TMIN,98
MJM00013461,2007-08-20,TMIN,202
MJM00013461,2007-03-25,TMAX,171
MK000013577,2012-11-27,TMIN,1
MJM00013363,2006-05-09,TMAX,184
RIE00100814,2007-09-15,TMAX,258
MJM00013463,2005-06-08,TMAX,199
MJM00013363,2006-05-09,TMIN,32
MJM00013459,2007-05-16,TMAX,224
MJM00013459,2013-06-26,TMAX,217
MJM00013459,2007-05-16,TMIN,100
MJM00013459,2007-06-19,TMIN,150
MJM00013459,2013-06-26,TMIN,139
BKM00014648,2007-08-18,TMAX,346
BKM00014652,2010-04-18,TMIN,-9
BKM00014652,2012-07-08,TMIN,143
RIE00100814,2012-02-02,TMAX,-78
BKM00014657,2009-01-18,TMIN,54
BKM00014648,2009-12-03,TMAX,145
BKM00014648,2005-07-19,TMAX,339
MK000013577,2010-08-14,TMAX,301
BKM00014654,2010-11-25,TMIN,5
BKM00014654,2010-11-25,TMAX,51
RIE00100814,2005-10-09,TMAX,214
MK000013577,2010-08-14,TMIN,148
MJM00013463,2012-01-17,TMAX,66
MK000013577,2008-07-04,TMAX,252
BKM00014648,2013-12-13,TMAX,130
RIE00100814,2005-10-09,TMIN,129
BKM00014654,2008-04-29,TMIN,51
BKM00014654,2010-10-26,TMIN,12
BKM00014648,2010-09-08,TMAX,271
BKM00014652,2012-07-08,TMAX,205
BKM00014652,2005-09-13,TMIN,83
BKM00014648,2007-10-10,TMAX,195
MK000013577,2008-01-16,TMIN,-25
MJM00013463,2013-03-03,TMIN,22
RIE00100814,2007-02-18,TMAX,120
BKM00014652,2005-09-13,TMAX,115
RIE00100814,2007-02-18,TMIN,2
MJM00013463,2013-03-03,TMAX,154
BKM00014648,2005-07-23,TMAX,276
BKM00014648,2005-07-23,TMIN,186
RIE00100814,2005-08-09,TMIN,85
RIE00100814,2005-08-09,TMAX,248
BKM00014648,2008-04-13,TMAX,221
BKM00014652,2005-05-31,TMIN,72
RIE00100814,2007-04-28,TMAX,245
MJM00013363,2010-08-27,TMAX,372
MJM00013363,2010-08-27,TMIN,119
MJM00013461,2011-04-28,TMAX,217
BKM00014648,2015-03-08,TMIN,60
RIE00100814,2010-12-18,TMIN,-106
MJM00013463,2015-02-17,TMIN,14
MJM00013463,2015-02-17,TMAX,142
RIE00100814,2010-12-18,TMAX,86
BKM00014648,2010-09-08,TMIN,166
MJM00013459,2011-04-28,TMAX,157
MK000013577,2012-11-27,TMAX,105
MJM00013459,2011-04-28,TMIN,66
RIE00100814,2007-09-15,TMIN,88
BKM00014654,2010-10-26,TMAX,104
BKM00014648,2005-07-19,TMIN,200
BKM00014648,2008-04-13,TMIN,101
MJM00013461,2005-09-23,TMAX,247
BKM00014652,2007-05-27,TMAX,113
ALM00013615,2013-09-04,TMIN,149
BKM00014654,2005-05-05,TMIN,100
BKM00014648,2006-05-20,TMAX,299
BKM00014648,2006-05-20,TMIN,144
MJM00013459,2009-03-29,TMIN,53
BKM00014652,2013-09-23,TMAX,38
MJM00013461,2005-08-31,TMAX,328
MJM00013461,2005-08-31,TMIN,242
MJM00013461,2012-02-18,TMAX,132
MJM00013461,2012-02-18,TMIN,15
BKM00014648,2014-07-14,TMAX,267
MJM00013363,2014-07-15,TMIN,143
MJM00013463,2015-07-10,TMIN,234
BKM00014654,2009-12-30,TMAX,142
BKM00014652,2008-04-04,TMAX,-40
MJM00013461,2015-10-18,TMIN,126
BKM00014654,2009-12-30,TMIN,35
RIE00100814,2005-12-13,TMIN,3
MJM00013363,2014-07-15,TMAX,229
MJM00013459,2011-05-08,TMAX,165
RIE00100814,2005-12-13,TMAX,46
MJM00013463,2014-02-14,TMAX,108
RIE00100814,2009-11-14,TMAX,156
BKM00014652,2011-02-18,TMAX,-12
BKM00014654,2009-11-20,TMIN,20
BKM00014654,2009-11-20,TMAX,140
MK000013577,2011-06-30,TMAX,210
RIE00100814,2009-11-14,TMIN,19
BKM00014652,2011-02-18,TMIN,-36
MK000013577,2014-02-19,TMIN,18
BKM00014654,2013-12-07,TMAX,25
BKM00014652,2012-01-02,TMAX,-9
BKM00014654,2005-05-05,TMAX,188
ALM00013615,2014-03-18,TMIN,39
BKM00014657,2014-05-08,TMIN,151
MJM00013463,2005-11-02,TMIN,126
MJM00013463,2005-11-02,TMAX,158
MJM00013363,2011-06-01,TMIN,98
BKM00014654,2013-09-28,TMIN,131
MJM00013363,2005-12-29,TMAX,78
BKM00014654,2013-09-28,TMAX,251
MJM00013463,2012-04-25,TMAX,194
MJM00013363,2005-12-29,TMIN,33
MJM00013363,2011-06-01,TMAX,255
BKM00014648,2013-10-25,TMAX,246
BKM00014657,2009-06-07,TMIN,215
BKM00014657,2013-09-24,TMIN,152
BKM00014657,2013-09-24,TMAX,235
BKM00014648,2013-10-25,TMIN,104
BKM00014657,2012-03-03,TMIN,69
BKM00014657,2011-02-23,TMIN,39
MJM00013459,2013-07-27,TMAX,331
BKM00014657,2013-04-29,TMAX,297
MJM00013459,2013-07-27,TMIN,170
BKM00014654,2009-05-06,TMIN,79
BKM00014654,2009-05-06,TMAX,192
MK000013577,2011-03-09,TMAX,4
MK000013577,2011-03-09,TMIN,-139
ALM00013615,2012-04-24,TMAX,227
MJM00013459,2009-01-09,TMAX,67
MJM00013459,2009-01-09,TMIN,-38
MK000013577,2011-06-30,TMIN,102
BKM00014654,2013-12-07,TMIN,-36
MJM00013459,2007-08-12,TMAX,214
BKM00014654,2006-10-11,TMIN,50
MJM00013363,2009-04-08,TMAX,206
BKM00014657,2009-04-02,TMIN,150
RIE00100814,2007-11-26,TMAX,124
BKM00014648,2010-03-12,TMAX,117
MK000013577,2014-12-08,TMIN,-6
BKM00014648,2010-03-12,TMIN,38
BKM00014654,2012-06-02,TMIN,109
BKM00014654,2012-06-02,TMAX,269
BKM00014652,2005-06-04,TMIN,70
BKM00014654,2015-03-11,TMIN,-13
BKM00014652,2009-06-07,TMIN,62
BKM00014654,2015-03-11,TMAX,90
BKM00014652,2009-06-07,TMAX,129
RIE00100814,2015-08-27,TMAX,338
BKM00014648,2014-10-12,TMAX,271
RIE00100814,2008-11-19,TMAX,70
MK000013577,2012-03-15,TMAX,74
RIE00100814,2008-11-19,TMIN,45
MJM00013363,2009-11-02,TMIN,-53
MJM00013363,2009-11-02,TMAX,106
MK000013577,2012-03-15,TMIN,-40
BKM00014654,2015-01-01,TMAX,-67
BKM00014654,2015-01-01,TMIN,-165
BKM00014652,2008-07-06,TMIN,68
BKM00014654,2014-12-15,TMIN,1
MJM00013459,2011-05-08,TMIN,46
BKM00014657,2012-02-02,TMIN,-14
BKM00014652,2008-07-06,TMAX,138
BKM00014648,2010-05-21,TMIN,132
MJM00013463,2012-01-01,TMIN,-14
BKM00014654,2014-12-15,TMAX,67
MJM00013461,2014-07-08,TMIN,202
MJM00013363,2006-12-02,TMAX,36
RIE00100814,2007-11-26,TMIN,3
BKM00014652,2005-06-04,TMAX,136
MK000013577,2014-02-19,TMAX,160
MJM00013363,2009-04-08,TMIN,18
BKM00014648,2014-03-24,TMAX,160
MJM00013463,2014-02-14,TMIN,64
MK000013577,2010-12-05,TMAX,22
MJM00013461,2014-07-08,TMAX,336
RIE00100814,2015-05-14,TMIN,106
BKM00014654,2009-06-25,TMIN,124
RIE00100814,2015-05-14,TMAX,284
RIE00100814,2012-10-04,TMAX,251
RIE00100814,2012-10-04,TMIN,99
MJM00013459,2015-09-26,TMIN,75
BKM00014654,2009-06-25,TMAX,200
MK000013577,2011-09-27,TMAX,195
BKM00014648,2010-05-21,TMAX,229
BKM00014654,2006-10-11,TMAX,192
MK000013577,2015-05-28,TMIN,54
MJM00013459,2012-07-17,TMIN,166
MJM00013461,2006-07-04,TMIN,214
MJM00013461,2006-07-04,TMAX,287
MK000013577,2015-05-28,TMAX,110
MK000013577,2008-05-03,TMAX,174
ALM00013615,2014-04-03,TMAX,211
ALM00013615,2014-04-03,TMIN,60
MJM00013459,2012-07-17,TMAX,283
MK000013577,2008-03-12,TMIN,-8
MK000013577,2008-03-12,TMAX,97
RIE00100814,2006-04-16,TMAX,188
RIE00100814,2006-04-16,TMIN,96
MK000013577,2008-05-03,TMIN,36
BKM00014648,2014-10-12,TMIN,131
MJM00013363,2012-10-26,TMAX,200
BKM00014648,2007-07-27,TMAX,391
MK000013577,2011-08-25,TMIN,144
MJM00013463,2013-07-30,TMIN,240
MJM00013461,2013-02-27,TMIN,73
MK000013577,2013-02-09,TMAX,18
MJM00013463,2014-01-09,TMIN,30
RIE00100814,2012-07-27,TMAX,302
BKM00014648,2007-05-15,TMAX,316
MJM00013463,2014-01-09,TMAX,152
MK000013577,2013-02-09,TMIN,-50
BKM00014652,2012-05-16,TMAX,15
BKM00014657,2014-11-15,TMIN,123
BKM00014654,2007-09-04,TMAX,224
MJM00013459,2011-10-01,TMAX,234
ALM00013615,2014-02-16,TMAX,197
BKM00014657,2014-11-15,TMAX,195
RIE00100814,2015-08-04,TMAX,334
MJM00013459,2011-10-01,TMIN,119
MK000013577,2010-07-26,TMAX,161
RIE00100814,2008-02-09,TMIN,10
MJM00013459,2013-03-01,TMAX,125
ALM00013615,2013-10-25,TMIN,93
RIE00100814,2008-02-09,TMAX,62
RIE00100814,2005-06-04,TMIN,101
BKM00014648,2015-01-18,TMAX,137
MJM00013461,2010-11-19,TMAX,177
BKM00014652,2011-05-01,TMAX,27
MJM00013463,2010-07-28,TMIN,184
MJM00013463,2010-07-28,TMAX,290
MKM00013588,2015-11-02,TMAX,147
ALM00013615,2013-02-25,TMAX,159
MJM00013463,2013-07-30,TMAX,370
MJM00013463,2014-10-21,TMAX,234
MK000013577,2011-05-04,TMAX,115
MJM00013463,2012-02-18,TMIN,-42
BKM00014654,2005-07-05,TMIN,108
BKM00014654,2005-07-05,TMAX,262
MJM00013363,2005-07-05,TMIN,82
MK000013577,2015-03-03,TMIN,4
BKM00014654,2005-05-28,TMAX,273
MK000013577,2012-09-18,TMIN,84
MJM00013463,2012-08-15,TMAX,353
RIE00100814,2015-07-26,TMAX,303
MK000013577,2012-09-18,TMAX,222
MJM00013459,2007-06-24,TMAX,307
MJM00013463,2012-08-15,TMIN,216
MJM00013459,2007-06-24,TMIN,170
BKM00014654,2010-04-24,TMAX,143
RIE00100814,2015-07-26,TMIN,185
BKM00014654,2007-11-13,TMAX,57
BKM00014654,2010-04-24,TMIN,89
MK000013577,2010-07-26,TMIN,118
MJM00013461,2015-09-20,TMIN,213
BKM00014654,2007-11-13,TMIN,-48
MJM00013459,2006-08-30,TMAX,189
BKM00014652,2006-09-14,TMIN,71
MK000013577,2011-05-04,TMIN,73
BKM00014652,2006-09-14,TMAX,115
BKM00014652,2010-05-13,TMAX,57
BKM00014648,2007-05-15,TMIN,151
MJM00013463,2012-02-18,TMAX,111
RIE00100814,2009-12-29,TMIN,-14
RIE00100814,2009-12-29,TMAX,95
BKM00014654,2007-09-04,TMIN,88
MJM00013461,2010-03-24,TMAX,157
MK000013577,2015-03-03,TMAX,66
MK000013577,2014-05-14,TMAX,131
MKM00013588,2015-11-02,TMIN,0
BKM00014648,2008-05-30,TMIN,143
MK000013577,2011-01-23,TMIN,-60
MJM00013461,2007-12-24,TMAX,123
MJM00013363,2012-05-04,TMAX,246
MJM00013363,2012-05-04,TMIN,76
ALM00013615,2012-12-10,TMAX,92
BKM00014648,2008-05-30,TMAX,321
BKM00014648,2013-08-16,TMAX,360
BKM00014648,2014-08-05,TMAX,320
MJM00013461,2015-10-10,TMIN,174
MK000013577,2007-07-18,TMAX,327
MJM00013363,2013-05-27,TMIN,6
MJM00013459,2013-01-18,TMAX,31
MJM00013461,2007-12-24,TMIN,44
MJM00013459,2007-07-28,TMAX,348
BKM00014654,2012-11-01,TMAX,194
BKM00014648,2013-08-16,TMIN,227
MJM00013459,2008-10-14,TMIN,61
MK000013577,2007-07-18,TMIN,145
BKM00014654,2012-11-01,TMIN,74
MJM00013459,2011-01-24,TMAX,11
RIE00100814,2012-01-14,TMAX,41
BKM00014648,2013-11-24,TMIN,68
MK000013577,2015-02-25,TMAX,60
MJM00013363,2013-04-19,TMAX,194
BKM00014652,2009-12-18,TMAX,-129
BKM00014648,2013-11-24,TMAX,120
RIE00100814,2006-12-01,TMIN,23
RIE00100814,2006-12-01,TMAX,94
MJM00013459,2013-07-02,TMAX,274
MJM00013363,2014-05-15,TMIN,32
BKM00014648,2013-05-13,TMAX,201
MJM00013459,2009-02-01,TMIN,12
RIE00100814,2005-06-04,TMAX,307
BKM00014652,2011-05-01,TMIN,-2
BKM00014657,2014-04-24,TMIN,150
BKM00014648,2015-04-25,TMAX,225
MJM00013461,2009-12-04,TMAX,165
MJM00013363,2014-05-15,TMAX,62
MJM00013461,2009-12-04,TMIN,108
BKM00014654,2014-02-24,TMAX,50
BKM00014648,2015-04-25,TMIN,86
BKM00014648,2011-12-05,TMIN,128
MK000013577,2014-09-19,TMIN,66
RIE00100814,2006-08-22,TMIN,164
BKM00014654,2014-02-24,TMIN,22
BKM00014648,2011-12-05,TMAX,162
MJM00013459,2013-07-02,TMIN,115
MK000013577,2008-03-03,TMAX,155
MK000013577,2008-03-03,TMIN,27
BKM00014648,2014-10-16,TMAX,244
MK000013577,2014-09-19,TMAX,203
MJM00013363,2011-03-13,TMIN,-22
BKM00014648,2013-10-31,TMAX,225
RIE00100814,2006-08-22,TMAX,273
BKM00014657,2011-05-29,TMIN,193
MJM00013459,2008-10-14,TMAX,218
BKM00014652,2013-11-24,TMAX,-28
ALM00013615,2006-10-02,TMAX,273
MJM00013363,2011-03-13,TMAX,160
RIE00100814,2006-06-23,TMIN,183
RIE00100814,2006-06-23,TMAX,304
MJM00013459,2009-02-01,TMAX,50
MJM00013363,2011-04-09,TMAX,188
BKM00014654,2005-05-28,TMIN,108
MJM00013461,2006-12-16,TMIN,51
MJM00013461,2007-09-30,TMAX,246
MJM00013461,2010-06-15,TMAX,296
MK000013577,2013-07-15,TMIN,88
MKM00013588,2015-10-28,TMIN,51
BKM00014654,2015-06-24,TMAX,202
BKM00014654,2015-06-24,TMIN,102
RIE00100814,2013-02-05,TMAX,131
BKM00014654,2012-07-02,TMAX,364
BKM00014657,2014-01-11,TMAX,128
BKM00014654,2012-07-02,TMIN,189
MJM00013461,2009-11-11,TMAX,166
RIE00100814,2008-01-04,TMIN,-162
RIE00100814,2008-01-04,TMAX,-70
MJM00013363,2006-06-05,TMIN,70
RIE00100814,2014-02-07,TMAX,140
BKM00014657,2014-01-17,TMIN,82
MJM00013363,2007-04-09,TMIN,0
MJM00013363,2007-04-09,TMAX,186
MJM00013461,2006-07-21,TMIN,204
BKM00014652,2007-11-26,TMAX,14
BKM00014652,2011-07-22,TMIN,61
MJM00013461,2006-07-21,TMAX,332
MJM00013463,2008-09-14,TMAX,236
BKM00014654,2014-04-21,TMIN,83
BKM00014654,2014-04-21,TMAX,163
RIE00100814,2010-08-19,TMAX,306
RIE00100814,2010-12-21,TMAX,165
BKM00014657,2014-01-11,TMIN,81
BKM00014657,2009-04-19,TMIN,145
BKM00014652,2009-07-01,TMAX,116
RIE00100814,2014-02-07,TMIN,16
MJM00013459,2013-09-16,TMAX,203
BKM00014654,2005-03-22,TMIN,-5
MJM00013363,2010-08-16,TMAX,323
MK000013577,2015-02-05,TMIN,6
MJM00013363,2005-10-03,TMIN,62
MJM00013363,2007-11-06,TMAX,95
MK000013577,2007-03-31,TMAX,93
MJM00013363,2011-06-04,TMIN,129
MJM00013461,2007-09-09,TMIN,156
ALM00013615,2014-12-28,TMIN,-15
ALM00013615,2013-07-21,TMAX,315
MJM00013459,2011-02-05,TMAX,143
ALM00013615,2006-12-15,TMAX,153
MJM00013463,2011-12-17,TMAX,157
BKM00014648,2006-04-15,TMIN,62
BKM00014648,2006-04-15,TMAX,242
ALM00013615,2013-07-21,TMIN,180
MJM00013461,2007-09-09,TMAX,261
MJM00013463,2006-05-20,TMIN,179
MK000013577,2013-07-15,TMAX,211
BKM00014657,2009-10-09,TMIN,176
BKM00014654,2006-01-15,TMAX,-2
MJM00013463,2006-05-20,TMAX,286
RIE00100814,2012-12-25,TMIN,-19
MJM00013463,2005-06-16,TMAX,334
BKM00014654,2005-03-22,TMAX,144
MJM00013461,2007-09-30,TMIN,126
BKM00014654,2006-01-15,TMIN,-70
ALM00013615,2006-10-05,TMAX,282
MJM00013463,2005-06-16,TMIN,178
ALM00013615,2014-12-28,TMAX,95
BKM00014652,2009-07-01,TMIN,81
MK000013577,2013-08-19,TMIN,115
MJM00013463,2012-11-30,TMAX,151
MK000013577,2009-05-09,TMIN,56
MJM00013461,2005-01-12,TMIN,50
RIE00100814,2006-08-13,TMIN,160
MJM00013363,2014-05-05,TMIN,27
RIE00100814,2006-08-13,TMAX,317
MJM00013459,2007-11-17,TMIN,-10
RIE00100814,2007-10-16,TMAX,210
MJM00013459,2006-08-14,TMAX,221
MJM00013459,2006-08-14,TMIN,131
RIE00100814,2007-10-16,TMIN,2
ALM00013615,2012-09-01,TMIN,147
ALM00013615,2015-08-14,TMIN,202
ALM00013615,2015-08-14,TMAX,365
MJM00013363,2012-09-06,TMIN,118
MJM00013463,2006-11-13,TMAX,150
BKM00014652,2011-07-22,TMAX,105
MJM00013363,2005-07-05,TMAX,260
MJM00013463,2006-11-13,TMIN,61
MK000013577,2008-07-07,TMAX,287
BKM00014652,2011-05-08,TMAX,30
BKM00014657,2011-11-18,TMIN,77
MJM00013363,2012-09-06,TMAX,242
MJM00013461,2010-03-24,TMIN,123
MKM00013588,2015-11-09,TMIN,66
MK000013577,2008-07-07,TMIN,105
MJM00013461,2007-06-24,TMAX,330
MKM00013588,2015-11-09,TMAX,210
MJM00013461,2015-01-19,TMAX,160
MJM00013459,2007-11-17,TMAX,71
MJM00013461,2006-12-16,TMAX,172
RIE00100814,2015-05-12,TMAX,246
MK000013577,2008-08-09,TMAX,264
RIE00100814,2015-05-12,TMIN,104
MK000013577,2008-08-09,TMIN,146
MK000013577,2005-12-29,TMAX,74
RIE00100814,2011-08-29,TMAX,323
MJM00013363,2010-04-09,TMAX,166
RIE00100814,2008-01-21,TMIN,8
MK000013577,2013-08-19,TMAX,281
MJM00013363,2010-04-09,TMIN,13
MK000013577,2009-05-09,TMAX,184
BKM00014652,2013-01-19,TMAX,-33
MK000013577,2010-06-03,TMIN,53
MK000013577,2014-09-26,TMAX,108
MK000013577,2010-06-03,TMAX,160
ALM00013615,2013-12-31,TMIN,52
MJM00013463,2005-09-14,TMIN,206
MJM00013463,2006-11-23,TMAX,206
MJM00013463,2006-09-07,TMAX,342
MJM00013463,2005-09-14,TMAX,293
MJM00013461,2005-01-12,TMAX,127
MJM00013463,2006-11-23,TMIN,86
BKM00014648,2014-01-25,TMIN,32
BKM00014648,2011-05-06,TMIN,112
MJM00013459,2011-08-25,TMAX,363
MJM00013459,2011-08-25,TMIN,180
BKM00014648,2015-09-09,TMIN,156
RIE00100814,2005-04-15,TMAX,162
ALM00013615,2012-09-01,TMAX,332
MJM00013459,2010-06-18,TMAX,297
MJM00013459,2010-06-18,TMIN,158
RIE00100814,2008-01-21,TMAX,170
RIE00100814,2005-04-15,TMIN,89
BKM00014657,2009-06-16,TMIN,205
BKM00014648,2014-01-25,TMAX,61
MJM00013463,2006-09-07,TMIN,202
BKM00014654,2006-08-14,TMAX,250
BKM00014652,2011-07-18,TMAX,176
BKM00014654,2011-03-27,TMIN,30
RIE00100814,2014-04-06,TMAX,129
BKM00014654,2011-02-02,TMAX,-51
BKM00014652,2012-10-20,TMAX,140
ALM00013615,2014-03-19,TMAX,224
MJM00013363,2012-03-03,TMIN,-12
MJM00013363,2012-03-03,TMAX,137
BKM00014654,2011-03-27,TMAX,170
MJM00013363,2005-11-22,TMAX,1
MJM00013363,2005-11-22,TMIN,-31
BKM00014652,2012-07-14,TMIN,118
BKM00014652,2012-07-14,TMAX,199
BKM00014652,2005-11-07,TMIN,21
BKM00014652,2005-11-07,TMAX,43
MJM00013463,2015-07-05,TMIN,229
BKM00014657,2011-04-04,TMIN,110
MJM00013461,2010-03-31,TMAX,178
MJM00013363,2010-07-26,TMIN,101
MJM00013463,2011-12-30,TMIN,-11
MJM00013463,2011-12-30,TMAX,63
MJM00013459,2011-01-25,TMAX,15
BKM00014654,2009-06-12,TMIN,140
MJM00013461,2015-02-05,TMAX,180
ALM00013615,2007-07-12,TMAX,272
BKM00014654,2008-12-27,TMIN,-43
BKM00014654,2008-12-27,TMAX,-27
MJM00013461,2014-11-14,TMAX,215
MK000013577,2015-02-09,TMAX,-74
BKM00014648,2009-10-04,TMAX,247
BKM00014654,2011-02-02,TMIN,-102
MJM00013459,2012-05-10,TMAX,249
BKM00014654,2009-09-04,TMAX,315
MJM00013463,2006-06-24,TMIN,242
MJM00013463,2012-07-04,TMIN,242
MJM00013459,2007-01-03,TMAX,39
MJM00013463,2006-07-21,TMIN,255
BKM00014654,2012-05-20,TMAX,266
MJM00013363,2009-02-01,TMAX,56
BKM00014654,2012-11-06,TMAX,149
MJM00013463,2006-07-21,TMAX,387
MJM00013461,2015-02-05,TMIN,107
BKM00014654,2012-05-20,TMIN,82
MJM00013363,2009-02-01,TMIN,-26
MJM00013459,2015-03-29,TMIN,44
BKM00014654,2014-12-08,TMIN,34
MJM00013459,2007-01-03,TMIN,14
BKM00014654,2011-09-10,TMIN,128
MJM00013463,2011-01-03,TMIN,30
MJM00013463,2005-08-31,TMAX,339
MJM00013463,2005-08-31,TMIN,246
MJM00013463,2011-01-03,TMAX,82
MJM00013463,2012-07-04,TMAX,356
BKM00014657,2013-11-24,TMAX,128
BKM00014654,2011-09-10,TMAX,340
BKM00014657,2013-11-24,TMIN,78
BKM00014657,2012-01-02,TMIN,42
BKM00014652,2014-02-17,TMIN,0
BKM00014652,2014-02-17,TMAX,11
MJM00013463,2006-06-24,TMAX,349
MJM00013459,2007-09-06,TMAX,142
BKM00014652,2012-10-20,TMIN,93
BKM00014654,2009-09-04,TMIN,157
MJM00013459,2007-07-28,TMIN,121
BKM00014654,2005-10-23,TMIN,102
BKM00014648,2009-10-04,TMIN,116
BKM00014654,2005-10-23,TMAX,223
RIE00100814,2011-02-08,TMAX,140
BKM00014652,2007-07-23,TMAX,213
MJM00013463,2009-03-21,TMAX,100
MJM00013463,2009-03-21,TMIN,48
BKM00014652,2008-10-12,TMIN,30
MJM00013463,2011-02-16,TMAX,130
BKM00014648,2006-07-21,TMAX,402
BKM00014648,2006-07-21,TMIN,236
BKM00014657,2011-05-01,TMIN,130
BKM00014654,2013-03-25,TMIN,-26
BKM00014652,2008-10-12,TMAX,80
MK000013577,2012-01-29,TMIN,-68
MJM00013363,2011-10-13,TMIN,53
MK000013577,2012-01-29,TMAX,-30
MJM00013463,2012-01-22,TMIN,-10
BKM00014652,2009-01-08,TMAX,-45
BKM00014654,2009-06-12,TMAX,228
MJM00013363,2011-10-13,TMAX,141
BKM00014654,2015-02-21,TMAX,116
MJM00013463,2011-02-16,TMIN,59
BKM00014657,2014-09-09,TMAX,262
MJM00013461,2008-06-28,TMAX,322
BKM00014654,2015-02-21,TMIN,-13
BKM00014657,2014-09-09,TMIN,179
MJM00013461,2005-09-23,TMIN,172
BKM00014652,2012-02-02,TMIN,-171
BKM00014648,2007-07-27,TMIN,220
MJM00013363,2011-04-03,TMAX,168
MJM00013363,2011-04-03,TMIN,30
BKM00014657,2011-07-18,TMIN,233
BKM00014648,2008-10-24,TMAX,242
BKM00014648,2011-10-22,TMIN,79
BKM00014648,2011-10-22,TMAX,119
BKM00014657,2011-03-08,TMIN,17
MJM00013363,2012-12-07,TMAX,26
BKM00014648,2007-03-11,TMAX,148
MJM00013463,2011-09-23,TMIN,183
BKM00014648,2007-03-11,TMIN,108
MJM00013461,2013-06-07,TMIN,152
RIE00100814,2006-08-21,TMIN,177
RIE00100814,2010-09-01,TMAX,171
MK000013577,2008-11-16,TMAX,90
BKM00014652,2014-01-17,TMIN,-52
BKM00014654,2007-06-24,TMAX,322
MJM00013461,2010-02-22,TMIN,57
RIE00100814,2015-04-30,TMAX,213
MK000013577,2008-11-16,TMIN,49
MJM00013459,2007-09-06,TMIN,36
MK000013577,2010-06-10,TMIN,100
MJM00013459,2012-05-10,TMIN,100
MJM00013459,2010-06-19,TMAX,225
BKM00014654,2007-06-24,TMIN,152
MJM00013461,2012-05-04,TMAX,237
RIE00100814,2015-04-30,TMIN,36
MJM00013463,2011-09-23,TMAX,301
MJM00013459,2015-04-20,TMIN,35
BKM00014654,2011-10-01,TMAX,246
MJM00013363,2013-10-02,TMAX,113
BKM00014654,2011-10-01,TMIN,93
MJM00013463,2012-01-22,TMAX,67
MK000013577,2011-04-20,TMAX,134
MK000013577,2013-01-01,TMAX,77
BKM00014652,2007-07-23,TMIN,157
MK000013577,2010-06-10,TMAX,247
MK000013577,2011-08-25,TMAX,307
BKM00014654,2014-12-08,TMAX,50
BKM00014648,2006-04-16,TMAX,184
MJM00013463,2007-07-18,TMIN,267
MJM00013463,2007-07-18,TMAX,433
MJM00013363,2007-09-30,TMIN,69
MJM00013459,2008-01-05,TMIN,-2
BKM00014648,2010-05-25,TMIN,134
RIE00100814,2005-03-21,TMIN,-31
BKM00014654,2011-12-15,TMAX,135
RIE00100814,2005-07-15,TMAX,268
RIE00100814,2005-07-15,TMIN,163
RIE00100814,2005-03-21,TMAX,112
BKM00014654,2011-12-15,TMIN,67
MK000013577,2010-01-13,TMIN,-32
MJM00013363,2006-09-30,TMAX,226
BKM00014654,2007-10-10,TMIN,109
MK000013577,2010-01-13,TMAX,7
MK000013577,2014-03-21,TMAX,150
BKM00014654,2007-10-10,TMAX,128
MJM00013461,2010-05-31,TMAX,247
MJM00013463,2012-08-25,TMAX,401
MK000013577,2014-03-21,TMIN,6
MJM00013363,2015-10-14,TMIN,88
BKM00014648,2014-11-28,TMAX,139
MJM00013463,2012-08-25,TMIN,241
MJM00013363,2006-09-30,TMIN,73
BKM00014648,2014-11-28,TMIN,95
MJM00013461,2005-04-23,TMIN,96
BKM00014648,2007-02-18,TMAX,125
MJM00013461,2005-04-23,TMAX,178
MJM00013463,2006-06-04,TMIN,127
MJM00013363,2007-09-30,TMAX,216
BKM00014654,2015-11-19,TMIN,19
MJM00013461,2012-03-15,TMIN,119
BKM00014654,2011-02-25,TMAX,-41
BKM00014652,2013-08-09,TMAX,225
RIE00100814,2014-09-02,TMAX,260
MJM00013363,2005-08-30,TMAX,264
BKM00014657,2015-03-14,TMAX,138
BKM00014654,2006-08-14,TMIN,81
BKM00014652,2005-12-13,TMIN,-20
BKM00014652,2011-07-18,TMIN,108
RIE00100814,2013-12-16,TMIN,-5
MJM00013363,2013-05-27,TMAX,159
BKM00014652,2005-12-13,TMAX,-5
BKM00014648,2008-11-01,TMAX,238
BKM00014648,2006-02-11,TMIN,-4
ALM00013615,2015-09-13,TMIN,138
ALM00013615,2015-09-13,TMAX,315
RIE00100814,2007-11-06,TMAX,115
BKM00014654,2011-02-25,TMIN,-69
BKM00014648,2006-02-11,TMAX,88
RIE00100814,2007-11-06,TMIN,18
MJM00013461,2013-02-09,TMAX,97
BKM00014648,2008-11-01,TMIN,149
BKM00014648,2006-01-31,TMAX,134
BKM00014652,2014-09-09,TMAX,96
BKM00014652,2014-11-30,TMIN,30
BKM00014654,2009-04-18,TMAX,182
BKM00014654,2009-04-18,TMIN,54
